test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,post_orders,00:00:22,global information,6600,4,6596,0.18,19946.6,20069.64,20162.8,20021.25,20152.32,20168.7,20168.7,89.33,0,0,0,0,299.82,303.15,4376.37,22032.8,4091.9,4108.29,6205.44,21872.64,2798.3,0,0,0,0
